Table 1
Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
264,Svenja Huth,DF,de Germany,32,1991,3,3,270,3,0,1,1,0,0,0,0,0,0,0,0.7,0.7,3,11,13,0,0.33,0.33,0,0.33,0,0.24,0.24,0,0.24,Matches
265,Son Hwa-yeon,FW,kr Korea Republic,26,1997,2,2,112,1.2,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,1,1,6,0,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches
266,Hong Hye-ji,DF,kr Korea Republic,26,1996,1,1,83,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,0,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches
267,Kim Hye-ri,DF,kr Korea Republic,32,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,6,1,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches
268,Choo Hyo-joo,"DF,FW",kr Korea Republic,22,2000,3,3,222,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,3,4,0,0,0,0,0,0.03,0.13,0.16,0.03,0.16,Matches
269,Sara Hørte,MF,no Norway,22,2000,1,0,3,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,2,1,0,0,0,0,0,5.13,0,5.13,5.13,5.13,Matches
270,Amanda Ilestedt,DF,se Sweden,30,1993,7,7,631,7,4,0,4,4,0,0,0,0,2.6,2.6,0.2,2.7,2,20,1,0.57,0,0.57,0.57,0.57,0.38,0.03,0.41,0.38,0.41,Matches
271,Dalila Ippólito,MF,ar Argentina,21,2002,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches
272,Rion Ishikawa,DF,jp Japan,19,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,7,0,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches
273,Andreia Jacinto,MF,pt Portugal,21,2002,3,1,130,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,1,9,5,0,0,0,0,0,0.09,0.47,0.56,0.09,0.56,Matches
274,Hilary Jaén,DF,pa Panama,20,2002,3,2,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Matches
275,Sofia Jakobsson,"FW,MF",se Sweden,33,1990,4,1,137,1.5,0,2,2,0,0,0,0,0,0.2,0.2,1.7,1.9,8,7,15,0,1.31,1.31,0,1.31,0.15,1.44,1.6,0.15,1.6,Matches
276,Grace Jale,"FW,MF",nz New Zealand,24,1999,2,0,26,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,1,2,0,0,0,0,0,0.92,0.1,1.02,0.92,1.02,Matches
277,Lauren James,"MF,FW",eng England,21,2001,5,3,331,3.7,3,3,6,3,0,0,0,1,0.8,0.8,1.2,2,8,14,25,0.82,0.82,1.63,0.82,1.63,0.23,0.33,0.55,0.23,0.55,Matches
278,Refiloe Jane,MF,za South Africa,30,1992,2,2,114,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,1,6,2,0,0,0,0,0,0.05,0.12,0.17,0.05,0.17,Matches
279,Madelen Janogy,MF,se Sweden,27,1995,3,1,137,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2,4,12,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
280,Renate Jansen,FW,nl Netherlands,32,1990,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
281,Dominique Janssen,DF,nl Netherlands,28,1995,5,5,480,5.3,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,7,33,2,0,0.19,0.19,0,0.19,0.02,0.09,0.11,0.02,0.11,Matches
282,Sherly Jeudy,MF,ht Haiti,24,1998,3,3,269,3,0,0,0,0,0,0,0,0,0,0,0.2,0.3,1,6,5,0,0,0,0,0,0.01,0.08,0.09,0.01,0.09,Matches
283,Lou Jiahui,FW,cn China PR,32,1991,3,3,202,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,3,7,8,0,0,0,0,0,0.06,0.06,0.12,0.06,0.12,Matches
284,Tang Jiali,FW,cn China PR,28,1995,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
285,Dou Jiaxing,DF,cn China PR,23,2000,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
286,Darlina Joseph,FW,ht Haiti,19,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
287,Shwendesky Joseph,MF,ht Haiti,25,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,7.46,7.46,0,7.46,Matches
288,Tabita Joseph,DF,ht Haiti,19,2003,3,3,270,3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,7,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
289,Ibtissam Jraïdi,FW,ma Morocco,30,1992,4,3,249,2.8,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,3,3,12,0.36,0,0.36,0.36,0.36,0.11,0.01,0.11,0.11,0.11,Matches
290,Kim Jung-mi,GK,kr Korea Republic,38,1984,2,2,180,2,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,Matches
291,Anna Jøsendal,FW,no Norway,22,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,4,0,4,0,0,0,0,0,0.98,7.34,8.33,0.98,8.33,Matches
292,Uchenna Kanu,FW,ng Nigeria,25,1997,4,3,228,2.5,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,6,6,18,0.39,0,0.39,0.39,0.39,0.27,0.08,0.35,0.27,0.35,Matches
293,Wieke Kaptein,MF,nl Netherlands,17,2005,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,3,9,0,0,0,0,0,0.04,0.16,0.21,0.04,0.21,Matches
294,Sakina Karchaoui,DF,fr France,27,1996,4,4,389,4.3,0,1,1,0,0,0,1,0,0.1,0.1,0.8,0.8,16,20,18,0,0.23,0.23,0,0.23,0.01,0.19,0.21,0.01,0.21,Matches
295,Sarah Kassi,"DF,MF",ma Morocco,19,2003,3,1,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches
296,Kathellen,DF,br Brazil,27,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,Matches
297,Evarine Katongo,MF,zm Zambia,20,2002,3,3,238,2.6,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,0,0,0,0,0,0,0,0,Matches
298,Chloe Kelly,FW,eng England,25,1998,7,2,289,3.2,1,0,1,1,0,0,1,0,0.9,0.9,0.6,1.5,9,6,47,0.31,0,0.31,0.31,0.31,0.3,0.21,0.52,0.3,0.52,Matches
299,Alanna Kennedy,DF,au Australia,28,1995,5,5,480,5.3,1,0,1,1,0,0,0,0,1.1,1.1,0,1.1,2,14,0,0.19,0,0.19,0.19,0.19,0.22,0.01,0.22,0.22,0.22,Matches
300,Kerolin,MF,br Brazil,23,1999,3,3,270,3,0,0,0,0,0,0,0,0,0.7,0.7,0.7,1.3,7,21,15,0,0,0,0,0,0.22,0.22,0.44,0.22,0.44,Matches
301,Sam Kerr,FW,au Australia,29,1993,4,2,257,2.9,1,0,1,1,0,0,0,0,1.4,1.4,0.2,1.6,7,9,21,0.35,0,0.35,0.35,0.35,0.57,0.07,0.63,0.57,0.63,Matches
302,Melinda Kgadiete,"FW,MF",za South Africa,30,1992,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
303,Thembi Kgatlana,FW,za South Africa,27,1996,4,4,352,3.9,2,2,4,2,0,0,0,0,3.2,3.2,0.9,4.1,16,7,28,0.51,0.51,1.02,0.51,1.02,0.82,0.24,1.06,0.81,1.05,Matches
304,Nomi Kgoale,MF,za South Africa,27,1995,3,0,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,4,0,0,0,0,0,0,0.04,0.04,0.07,0.04,0.07,Matches
305,Kathrine Kühl,MF,dk Denmark,19,2003,4,4,302,3.4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,1,13,8,0,0,0,0,0,0.06,0.08,0.14,0.06,0.14,Matches
306,Saki Kumagai,DF,jp Japan,32,1990,5,5,450,5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,11,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
307,Racheal Kundananji,"MF,FW",zm Zambia,23,2000,3,3,270,3,1,0,1,1,0,0,0,0,1.3,1.3,0.2,1.4,10,13,9,0.33,0,0.33,0.33,0.33,0.42,0.05,0.47,0.42,0.47,Matches
308,Cloé Lacasse,FW,ca Canada,29,1993,3,0,122,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,7,6,17,0,0,0,0,0,0.21,0.13,0.35,0.21,0.35,Matches
309,Anissa Lahmari,FW,ma Morocco,26,1997,3,3,199,2.2,1,0,1,1,0,0,0,0,0.7,0,0,0,0,8,10,0.45,0,0.45,0.45,0.45,0.33,0,0.33,0.02,0.02,Matches
310,Maëlle Lakrar,DF,fr France,23,2000,4,4,390,4.3,1,0,1,1,0,0,0,0,1.5,1.5,0.1,1.5,4,15,9,0.23,0,0.23,0.23,0.23,0.37,0.02,0.38,0.37,0.38,Matches
311,Abbie Larkin,"FW,MF",ie Rep. of Ireland,18,2005,3,0,81,0.9,0,0,0,0,0,0,0,0,0,0,0.2,0.2,4,1,4,0,0,0,0,0,0.04,0.21,0.25,0.04,0.25,Matches
312,Mariana Larroquette,FW,ar Argentina,30,1992,3,3,235,2.6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,0,2,14,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches
313,Lena Lattwein,MF,de Germany,23,2000,2,0,53,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,3,7,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches
314,Lauren,DF,br Brazil,20,2002,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
315,Rose Lavelle,MF,us USA,28,1995,3,1,163,1.8,0,1,1,0,0,0,2,0,0.2,0.2,1.3,1.5,3,9,7,0,0.55,0.55,0,0.55,0.09,0.71,0.8,0.09,0.8,Matches
316,Ashley Lawrence,DF,ca Canada,28,1995,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0.7,0.7,6,8,13,0,0,0,0,0,0.01,0.23,0.23,0.01,0.23,Matches
317,Léa Le Garrec,MF,fr France,29,1993,2,1,94,1,1,0,1,1,0,0,0,0,0.2,0.2,0.7,0.8,2,13,6,0.96,0,0.96,0.96,0.96,0.15,0.65,0.8,0.15,0.8,Matches
318,Eugénie Le Sommer,FW,fr France,34,1989,4,4,354,3.9,3,0,3,3,0,0,0,0,1.7,1.7,1.2,2.9,8,19,27,0.76,0,0.76,0.76,0.76,0.48,0.32,0.8,0.48,0.8,Matches
319,Alisha Lehmann,MF,ch Switzerland,24,1999,2,0,41,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,0.26,0.05,0.32,0.26,0.32,Matches
320,Stina Lennartsson,DF,se Sweden,26,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,Matches
321,Martina Lenzini,DF,it Italy,24,1998,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
322,Adriana Leon,FW,ca Canada,30,1992,3,3,184,2,1,0,1,1,0,0,0,0,0.5,0.5,0,0.5,3,1,16,0.49,0,0.49,0.49,0.49,0.26,0,0.26,0.26,0.26,Matches
323,Letícia Izidoro,GK,br Brazil,28,1994,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
324,Melanie Leupolz,MF,de Germany,29,1994,1,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Matches
325,Jennyfer Limage,DF,ht Haiti,25,1997,1,1,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
326,Yang Lina,MF,cn China PR,29,1994,3,3,270,3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,3,9,3,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,Matches
327,Elena Linari,DF,it Italy,29,1994,3,3,270,3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,11,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
328,Yao Lingwei,MF,cn China PR,27,1995,2,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,7,0,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches
329,Trần Thị Hải Linh,MF,vn Vietnam,22,2001,3,2,205,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
330,Wang Linlin,FW,cn China PR,22,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
331,Zhang Linyan,"MF,FW",cn China PR,22,2001,3,3,267,3,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,7,5,23,0,0,0,0,0,0.24,0.01,0.24,0.24,0.24,Matches
332,Ruesha Littlejohn,MF,ie Rep. of Ireland,32,1990,3,3,244,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,Matches
333,Sydney Lohmann,FW,de Germany,22,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,1,3,0,0,0,0,0,0.35,0.27,0.62,0.35,0.62,Matches
334,Hali Long,DF,ph Philippines,28,1995,3,3,270,3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,7,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
335,Annalie Longo,MF,nz New Zealand,31,1991,2,1,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,4,6,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
336,Érica Lonigro,FW,ar Argentina,28,1994,2,0,34,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,0,5,0,0,0,0,0,1.02,0,1.02,1.02,1.02,Matches
337,Batcheba Louis,FW,ht Haiti,25,1997,3,3,242,2.7,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,1,13,16,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches
338,Kethna Louis,DF,ht Haiti,26,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,3,8,4,0,0,0,0,0,0.01,0.1,0.11,0.01,0.11,Matches
339,Luana,MF,br Brazil,30,1993,3,3,244,2.7,0,0,0,0,0,0,1,0,0.5,0.5,0,0.6,5,14,5,0,0,0,0,0,0.2,0.01,0.21,0.2,0.21,Matches
340,Ireen Lungu,MF,zm Zambia,25,1997,2,2,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,Matches
341,Frida Maanum,MF,no Norway,23,1999,4,3,258,2.9,0,0,0,0,0,0,0,0,0.9,0.9,1,1.8,4,8,22,0,0,0,0,0,0.3,0.34,0.64,0.3,0.64,Matches
342,Rikke Madsen,"FW,DF",dk Denmark,25,1997,4,3,218,2.4,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.6,1,7,15,0,0,0,0,0,0.24,0.03,0.26,0.24,0.26,Matches
343,Hildah Magaia,"FW,MF",za South Africa,28,1994,4,4,323,3.6,2,1,3,2,0,0,0,0,1.4,1.4,1,2.4,2,5,31,0.56,0.28,0.84,0.56,0.84,0.39,0.27,0.66,0.39,0.66,Matches
344,Lina Magull,MF,de Germany,28,1994,2,2,130,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,2,3,14,0,0,0,0,0,0.19,0.14,0.33,0.19,0.33,Matches
345,Amel Majri,MF,fr France,30,1993,2,1,110,1.2,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0,7,10,0,0,0,0,0,0.42,0.1,0.52,0.42,0.52,Matches
346,Tiisetso Makhubela,"DF,MF",za South Africa,26,1997,3,0,87,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
347,Xiomara Mapepa,"MF,FW",zm Zambia,,,3,2,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
348,Joana Marchão,DF,pt Portugal,26,1996,2,1,92,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,10,8,0,0,0,0,0,0.08,0.03,0.1,0.08,0.1,Matches
349,Noelle Maritz,DF,ch Switzerland,27,1995,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,7,24,10,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches
350,Marta,"FW,MF",br Brazil,37,1986,3,1,101,1.1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,4,8,10,0,0,0,0,0,0.34,0.03,0.38,0.34,0.38,Matches
351,Lieke Martens,FW,nl Netherlands,30,1992,5,5,479,5.3,1,2,3,1,0,0,0,0,1.9,1.9,0.7,2.6,16,19,51,0.19,0.38,0.56,0.19,0.56,0.38,0.14,0.53,0.38,0.53,Matches
352,Lara Marti,DF,ch Switzerland,23,1999,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
353,Clara Matéo,"FW,MF",fr France,25,1997,2,2,155,1.7,0,1,1,0,0,0,1,0,0,0,0.6,0.7,4,16,12,0,0.58,0.58,0,0.58,0.03,0.37,0.4,0.03,0.4,Matches
354,Ruthny Mathurin,DF,ht Haiti,22,2001,3,1,144,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,Matches
355,Noko Matlou,DF,za South Africa,37,1985,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
356,Cheyna Matthews,"MF,FW",jm Jamaica,29,1993,4,2,148,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,4,4,9,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
357,Sandrine Mauron,MF,ch Switzerland,26,1996,4,0,80,0.9,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,4,3,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches
358,Miriam Mayorga,DF,ar Argentina,33,1989,2,2,180,2,0,0,0,0,0,0,2,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,Matches
359,Bambanani Mbane,DF,za South Africa,33,1990,4,4,311,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
360,Katie McCabe,"MF,DF",ie Rep. of Ireland,27,1995,3,3,270,3,1,0,1,1,0,0,2,0,0.2,0.2,0.8,1,7,7,14,0.33,0,0.33,0.33,0.33,0.08,0.26,0.34,0.08,0.34,Matches
361,Chandler McDaniel,FW,ph Philippines,25,1998,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
362,Olivia McDaniel,GK,ph Philippines,25,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
363,Kayla McKenna,FW,jm Jamaica,26,1996,1,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,8,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches
364,Peyton McNamara,MF,jm Jamaica,21,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
365,Carolina Mendes,FW,pt Portugal,35,1987,1,0,16,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,2,1,0,0,0,0,0,0.88,0,0.88,0.88,0.88,Matches
366,Li Mengwen,DF,cn China PR,28,1995,3,3,248,2.8,0,0,0,0,0,0,0,0,0,0,0.1,0.2,2,6,4,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06,Matches
367,Shen Mengyu,"MF,FW",cn China PR,21,2001,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
368,Kristie Mewis,MF,us USA,32,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Matches
369,Moon Mi-ra,"DF,FW",kr Korea Republic,31,1992,3,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
370,Aurora Mikalsen,GK,no Norway,27,1996,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
371,Natalia Mills,"MF,FW",pa Panama,30,1993,2,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
372,Moeka Minami,DF,jp Japan,24,1998,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,3,37,2,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches
373,Shiori Miyake,DF,jp Japan,27,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
374,Hinata Miyazawa,"FW,MF",jp Japan,23,1999,5,4,336,3.7,5,1,6,5,0,0,0,0,2.4,2.4,0.8,3.2,13,25,34,1.34,0.27,1.61,1.34,1.61,0.66,0.21,0.87,0.66,0.87,Matches
375,Maren Mjelde,DF,no Norway,33,1989,4,4,360,4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,8,21,2,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
376,Gift Monday,FW,ng Nigeria,21,2001,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches
377,Nérilia Mondésir,FW,ht Haiti,24,1999,3,3,270,3,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.9,5,5,18,0,0,0,0,0,0.13,0.17,0.3,0.13,0.3,Matches
378,Mônica,DF,br Brazil,45,1978,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0,0.24,0.24,0.24,Matches
379,Carmen Montenegro,"MF,DF",pa Panama,22,2000,3,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,Matches
380,Daniela Montoya,MF,co Colombia,32,1990,4,3,215,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,4,1,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09,Matches
381,Robyn Moodaly,MF,za South Africa,28,1994,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0,0,Matches
382,Patrícia Morais,GK,pt Portugal,30,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
383,Alex Morgan,FW,us USA,33,1989,4,4,339,3.8,0,1,1,0,0,1,0,0,3.1,2.3,0.9,3.2,4,10,24,0,0.27,0.27,0,0.27,0.81,0.25,1.06,0.6,0.85,Matches
384,Miyabi Moriya,"MF,DF",jp Japan,26,1996,2,0,33,0.4,0,1,1,0,0,0,0,0,0,0,0.1,0.1,1,1,2,0,2.73,2.73,0,2.73,0,0.16,0.16,0,0.16,Matches
385,Maudeline Moryl,MF,ht Haiti,20,2003,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
386,Linda Motlhalo,"MF,FW",za South Africa,24,1998,4,4,327,3.6,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,3,10,9,0.28,0,0.28,0.28,0.28,0.2,0.05,0.25,0.2,0.25,Matches
387,Yasmin Mrabet,DF,ma Morocco,23,1999,1,1,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
388,Hellen Mubanga,MF,zm Zambia,28,1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
389,Agness Musase,DF,zm Zambia,25,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
390,Catherine Musonda,GK,zm Zambia,25,1998,2,2,179,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
391,Zećira Mušović,GK,se Sweden,27,1996,6,6,570,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
392,Lushomo Mweemba,DF,zm Zambia,22,2001,3,3,246,2.7,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,0,2,0,0.37,0,0.37,0.37,0.37,0.02,0,0.02,0.02,0.02,Matches
393,Lê Thị Diễm My,DF,vn Vietnam,26,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
394,Alyssa Naeher,GK,us USA,35,1988,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
395,Fūka Nagano,MF,jp Japan,24,1999,5,4,335,3.7,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,2,23,6,0,0,0,0,0,0.02,0.09,0.11,0.02,0.11,Matches
396,Élodie Nakkach,MF,ma Morocco,28,1995,4,4,313,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
397,Hikaru Naomoto,"MF,FW",jp Japan,29,1994,3,2,177,2,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.9,4,4,14,0.51,0,0.51,0.51,0.51,0.37,0.06,0.43,0.37,0.43,Matches
398,Wendy Natis,DF,pa Panama,20,2002,3,2,196,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
399,Eva Navarro,FW,es Spain,22,2001,5,0,140,1.6,0,2,2,0,0,0,0,0,0.3,0.3,1.6,1.9,5,3,26,0,1.29,1.29,0,1.29,0.25,1.18,1.43,0.25,1.43,Matches
